"","time.seq","temp.int","wind.int","vapp.int","rh.int","pres.int","SR01Up","IR01UpCo","IR01DnCo","solar.int"
"1",2016-06-07 12:48:20,30.1,0.776666666666667,1.68333333333333,0.394548657883161,100,943,412.5,560.1,902.333333333333
"2",2016-06-07 12:48:21,30.1,0.62,1.682,0.394236144094739,100,943,412.6,560.1,903
"3",2016-06-07 12:48:22,30.1,0.72,1.68033333333333,0.393845501859211,100,943,412.8,560.1,903
"4",2016-06-07 12:48:23,30.1,0.82,1.67866666666667,0.393454859623683,100,943,412.9,559.9,903
"5",2016-06-07 12:48:24,30.1,0.92,1.677,0.393064217388155,100,943,412.9,559.9,903
"6",2016-06-07 12:48:25,30.1,0.88,1.67366666666667,0.392282932917099,100,943,413,560,903.666666666667
"7",2016-06-07 12:48:26,30.1,0.84,1.67033333333333,0.391501648446044,100,943,413.1,559.9,904.333333333333
"8",2016-06-07 12:48:27,30.1,0.8,1.667,0.390720363974988,100,944,413,559.9,905
"9",2016-06-07 12:48:28,30.1,0.846666666666667,1.661,0.389314051927088,100,944,413,559.8,905
"10",2016-06-07 12:48:29,30.1,0.893333333333333,1.655,0.387907739879187,100,944,412.9,559.8,905
"11",2016-06-07 12:48:30,30.1,0.94,1.649,0.386501427831287,100,943,412.8,559.6,905
"12",2016-06-07 12:48:31,30.1,0.87,1.64466666666667,0.385485758018914,100,943,412.7,559.4,905
"13",2016-06-07 12:48:32,30.1,0.8,1.64033333333333,0.384470088206542,100,943,412.6,559.3,905
"14",2016-06-07 12:48:33,30.1,0.73,1.636,0.383454418394169,100,942,412.5,559.2,905
"15",2016-06-07 12:48:34,30.1333333333333,0.71,1.63433333333333,0.382334746136979,100,943,412.3,559,904.333333333333
"16",2016-06-07 12:48:35,30.1666666666667,0.69,1.63266666666667,0.381215073879788,100,943,412.3,559,903.666666666667
"17",2016-06-07 12:48:36,30.2,0.67,1.631,0.380095401622598,100,943,412.4,559,903
"18",2016-06-07 12:48:37,30.2,0.75,1.63,0.379862357231658,100,942,412.3,559.1,903
"19",2016-06-07 12:48:38,30.2,0.83,1.629,0.379629312840718,100,942,412.1,559,903
"20",2016-06-07 12:48:39,30.2,0.91,1.628,0.379396268449779,100,942,412,559.1,903
"21",2016-06-07 12:48:40,30.2,0.786666666666667,1.63,0.379862357231658,100,942,412,559.2,902.333333333333
"22",2016-06-07 12:48:41,30.2,0.663333333333333,1.632,0.380328446013537,100,942,412,559.1,901.666666666667
