"","time.seq","temp.int","wind.int","vapp.int","rh.int","pres.int","SR01Up","IR01UpCo","IR01DnCo","solar.int"
"1",2016-06-07 15:02:04,32.5,1.16,1.19633333333333,0.244614726947933,99.8,834,421.8,543.2,808.666666666667
"2",2016-06-07 15:02:05,32.5,1.19,1.19566666666667,0.244478413363677,99.8,834,421.9,543.4,809.333333333333
"3",2016-06-07 15:02:06,32.5,1.22,1.195,0.244342099779421,99.8,835,421.9,543.6,810
"4",2016-06-07 15:02:07,32.5,1.19,1.19366666666667,0.244069472610908,99.8,836,421.8,543.7,810.666666666667
"5",2016-06-07 15:02:08,32.5,1.16,1.19233333333333,0.243796845442396,99.8,837,421.6,543.7,811.333333333333
"6",2016-06-07 15:02:09,32.5,1.13,1.191,0.243524218273883,99.8,838,421.4,543.6,812
"7",2016-06-07 15:02:10,32.5,1.15,1.19,0.243319747897499,99.8,838,421.5,543.7,812
"8",2016-06-07 15:02:11,32.5,1.17,1.189,0.243115277521114,99.8,837,421.5,543.9,812
"9",2016-06-07 15:02:12,32.5,1.19,1.188,0.24291080714473,99.8,837,421.5,544,812
"10",2016-06-07 15:02:13,32.5,1.04333333333333,1.18666666666667,0.242638179976217,99.8,836,421.6,544.1,810.333333333333
"11",2016-06-07 15:02:14,32.5,0.896666666666667,1.18533333333333,0.242365552807704,99.8,835,421.7,544.2,808.666666666667
"12",2016-06-07 15:02:15,32.5,0.75,1.184,0.242092925639192,99.8,834,421.8,544.2,807
"13",2016-06-07 15:02:16,32.4666666666667,0.79,1.185,0.242755090389321,99.8,833,421.8,544.2,806.333333333333
"14",2016-06-07 15:02:17,32.4333333333333,0.83,1.186,0.243417255139449,99.8,833,421.8,544.1,805.666666666667
"15",2016-06-07 15:02:18,32.4,0.87,1.187,0.244079419889578,99.8,832,422,544.4,805
"16",2016-06-07 15:02:19,32.4,0.716666666666667,1.19,0.244696301321481,99.8,832,421.8,544.1,805
"17",2016-06-07 15:02:20,32.4,0.563333333333333,1.193,0.245313182753384,99.8,832,421.6,544,805
"18",2016-06-07 15:02:21,32.4,0.41,1.196,0.245930064185287,99.8,831,421.3,543.9,805
"19",2016-06-07 15:02:22,32.4,0.59,1.19833333333333,0.246409860854545,99.8,831,421.3,544,805
"20",2016-06-07 15:02:23,32.4,0.77,1.20066666666667,0.246889657523802,99.8,831,421.2,543.9,805
"21",2016-06-07 15:02:24,32.4,0.95,1.203,0.24736945419306,99.8,831,421.4,544.2,805
"22",2016-06-07 15:02:25,32.4,0.906666666666667,1.20666666666667,0.248123420387608,99.8,831,421.4,544.3,805
"23",2016-06-07 15:02:26,32.4,0.863333333333333,1.21033333333333,0.248877386582156,99.8,831,421.6,544.4,805
"24",2016-06-07 15:02:27,32.4,0.82,1.214,0.249631352776704,99.8,831,421.9,544.7,805
"25",2016-06-07 15:02:28,32.4,0.806666666666667,1.213,0.249425725632736,99.8,831,421.8,544.7,805
"26",2016-06-07 15:02:29,32.4,0.793333333333333,1.212,0.249220098488769,99.8,831,421.7,544.6,805
"27",2016-06-07 15:02:30,32.4,0.78,1.211,0.249014471344801,99.8,831,421.8,544.7,805
"28",2016-06-07 15:02:31,32.4,0.78,1.20633333333333,0.248054878006286,99.8,831,422,544.8,805
"29",2016-06-07 15:02:32,32.4,0.78,1.20166666666667,0.24709528466777,99.8,831,421.9,544.6,805
"30",2016-06-07 15:02:33,32.4,0.78,1.197,0.246135691329254,99.8,830,422,544.6,805
"31",2016-06-07 15:02:34,32.4,1.04,1.20166666666667,0.24709528466777,99.8,830,422.1,544.6,805
"32",2016-06-07 15:02:35,32.4,1.3,1.20633333333333,0.248054878006286,99.8,830,422,544.5,805
"33",2016-06-07 15:02:36,32.4,1.56,1.211,0.249014471344801,99.8,831,421.7,544.4,805
"34",2016-06-07 15:02:37,32.4,1.34333333333333,1.225,0.251893251360348,99.8,830,421.7,544.6,805
"35",2016-06-07 15:02:38,32.4,1.12666666666667,1.239,0.254772031375895,99.8,830,421.7,544.7,805
"36",2016-06-07 15:02:39,32.4,0.91,1.253,0.257650811391442,99.8,830,421.7,544.7,805
"37",2016-06-07 15:02:40,32.4,0.933333333333333,1.24366666666667,0.25573162471441,99.8,830,421.8,544.8,804.333333333333
"38",2016-06-07 15:02:41,32.4,0.956666666666667,1.23433333333333,0.253812438037379,99.8,830,421.6,544.7,803.666666666667
"39",2016-06-07 15:02:42,32.4,0.98,1.225,0.251893251360348,99.8,829,421.6,544.8,803
"40",2016-06-07 15:02:43,32.4,0.99,1.22866666666667,0.252647217554896,99.8,829,421.5,544.8,803
"41",2016-06-07 15:02:44,32.4,1,1.23233333333333,0.253401183749444,99.8,829,421.7,544.8,803
"42",2016-06-07 15:02:45,32.4,1.01,1.236,0.254155149943992,99.8,829,421.8,544.9,803
"43",2016-06-07 15:02:46,32.4,1.30666666666667,1.243,0.255594539951765,99.8,829,422.1,545,803
"44",2016-06-07 15:02:47,32.4,1.60333333333333,1.25,0.257033929959539,99.8,829,422.1,545.2,803
"45",2016-06-07 15:02:48,32.4,1.9,1.257,0.258473319967312,99.8,829,422.1,545.3,803
"46",2016-06-07 15:02:49,32.4,1.68666666666667,1.25166666666667,0.257376641866152,99.8,830,422.3,545.5,803.666666666667
"47",2016-06-07 15:02:50,32.4,1.47333333333333,1.24633333333333,0.256279963764991,99.8,830,422.6,545.6,804.333333333333
"48",2016-06-07 15:02:51,32.4,1.26,1.241,0.25518328566383,99.8,830,422.5,545.5,805
"49",2016-06-07 15:02:52,32.4,1.06,1.23633333333333,0.254223692325314,99.8,831,422.6,545.5,805.666666666667
"50",2016-06-07 15:02:53,32.4,0.86,1.23166666666667,0.253264098986799,99.8,831,422.8,545.7,806.333333333333
"51",2016-06-07 15:02:54,32.4,0.66,1.227,0.252304505648283,99.8,832,422.9,545.7,807
"52",2016-06-07 15:02:55,32.4,0.7,1.22566666666667,0.252030336122993,99.8,832,422.8,545.7,807.333333333333
"53",2016-06-07 15:02:56,32.4,0.74,1.22433333333333,0.251756166597703,99.8,833,422.7,545.6,807.666666666667
"54",2016-06-07 15:02:57,32.4,0.78,1.223,0.251481997072413,99.8,834,422.8,545.7,808
"55",2016-06-07 15:02:58,32.4,0.753333333333333,1.224,0.25168762421638,99.8,834,422.5,545.6,808
"56",2016-06-07 15:02:59,32.4,0.726666666666667,1.225,0.251893251360348,99.8,835,422.5,545.7,808
"57",2016-06-07 15:03:00,32.4,0.7,1.226,0.252098878504316,99.8,835,422.5,545.7,808
"58",2016-06-07 15:03:01,32.4,0.606666666666667,1.22466666666667,0.251824708979025,99.8,835,422.3,545.7,808
"59",2016-06-07 15:03:02,32.4,0.513333333333333,1.22333333333333,0.251550539453735,99.8,835,422,545.6,808
"60",2016-06-07 15:03:03,32.4,0.42,1.222,0.251276369928445,99.8,835,422,545.5,808
"61",2016-06-07 15:03:04,32.3666666666667,0.52,1.22566666666667,0.25250880821299,99.8,834,421.9,545.5,807.666666666667
"62",2016-06-07 15:03:05,32.3333333333333,0.62,1.22933333333333,0.253741246497535,99.8,834,421.6,545.4,807.333333333333
"63",2016-06-07 15:03:06,32.3,0.72,1.233,0.25497368478208,99.8,833,421.4,545.3,807
"64",2016-06-07 15:03:07,32.3,0.886666666666667,1.23866666666667,0.256145502203354,99.8,832,421.8,545.6,806.333333333333
"65",2016-06-07 15:03:08,32.3,1.05333333333333,1.24433333333333,0.257317319624629,99.8,831,421.9,545.5,805.666666666667
"66",2016-06-07 15:03:09,32.3,1.22,1.25,0.258489137045904,99.8,831,422.1,545.4,805
"67",2016-06-07 15:03:10,32.3,1.15333333333333,1.24866666666667,0.258213415299722,99.8,830,422.3,545.6,804.333333333333
"68",2016-06-07 15:03:11,32.3,1.08666666666667,1.24733333333333,0.257937693553539,99.8,830,422.3,545.8,803.666666666667
"69",2016-06-07 15:03:12,32.3,1.02,1.246,0.257661971807357,99.8,829,422.2,545.6,803
"70",2016-06-07 15:03:13,32.3,0.953333333333333,1.23733333333333,0.255869780457172,99.8,829,422.4,545.8,802.666666666667
"71",2016-06-07 15:03:14,32.3,0.886666666666667,1.22866666666667,0.254077589106987,99.8,829,422.3,545.8,802.333333333333
