"","time.seq","temp.int","wind.int","vapp.int","rh.int","pres.int","SR01Up","IR01UpCo","IR01DnCo","solar.int"
"1",2016-06-07 11:55:05,28.1,0.883333333333333,1.52533333333333,0.401346989458135,100,910,402,543,870
"2",2016-06-07 11:55:06,28.1,1.04,1.524,0.400996161670147,100,910,402,542.9,870
"3",2016-06-07 11:55:07,28.1,0.916666666666667,1.52166666666667,0.400382213041168,100,910,401.8,542.6,870
"4",2016-06-07 11:55:08,28.1,0.793333333333333,1.51933333333333,0.39976826441219,100,910,402,542.5,870
"5",2016-06-07 11:55:09,28.1,0.67,1.517,0.399154315783211,100,911,401.9,542.3,870
"6",2016-06-07 11:55:10,28.1,0.733333333333333,1.51833333333333,0.399505143571199,100,912,401.8,542.3,871.333333333333
"7",2016-06-07 11:55:11,28.1,0.796666666666667,1.51966666666667,0.399855971359186,100,912,401.8,542.2,872.666666666667
"8",2016-06-07 11:55:12,28.1,0.86,1.521,0.400206799147174,100,912,401.8,542.1,874
"9",2016-06-07 11:55:13,28.1,0.813333333333333,1.52233333333333,0.400557626935162,100,912,401.8,542,874
"10",2016-06-07 11:55:14,28.1,0.766666666666667,1.52366666666667,0.40090845472315,100,913,402.3,542.4,874
"11",2016-06-07 11:55:15,28.1,0.72,1.525,0.401259282511138,100,912,402.3,542.3,874
"12",2016-06-07 11:55:16,28.1,0.716666666666667,1.52566666666667,0.401434696405132,100,912,402.4,542.5,874
"13",2016-06-07 11:55:17,28.1,0.713333333333333,1.52633333333333,0.401610110299126,100,912,402.1,542.4,874
"14",2016-06-07 11:55:18,28.1,0.71,1.527,0.40178552419312,100,912,402.3,542.6,874
"15",2016-06-07 11:55:19,28.1,0.85,1.52433333333333,0.401083868617144,100,913,402.3,542.4,874
"16",2016-06-07 11:55:20,28.1,0.99,1.52166666666667,0.400382213041168,100,912,402.1,542.2,874
"17",2016-06-07 11:55:21,28.1,1.13,1.519,0.399680557465193,100,913,402.2,542.1,874
"18",2016-06-07 11:55:22,28.1,0.906666666666667,1.519,0.399680557465193,100,912,402.3,542,874
"19",2016-06-07 11:55:23,28.1,0.683333333333333,1.519,0.399680557465193,100,912,402.4,541.3,874
"20",2016-06-07 11:55:24,28.1,0.46,1.519,0.399680557465193,100,912,402.4,541.2,874
"21",2016-06-07 11:55:25,28.1,0.763333333333333,1.51633333333333,0.398978901889217,100,912,402.2,541.3,874
"22",2016-06-07 11:55:26,28.1,1.06666666666667,1.51366666666667,0.398277246313241,100,912,402,541.4,874
"23",2016-06-07 11:55:27,28.1,1.37,1.511,0.397575590737265,100,912,401.6,541.2,874
"24",2016-06-07 11:55:28,28.1,1.14333333333333,1.511,0.397575590737265,100,912,401.6,541.3,874
"25",2016-06-07 11:55:29,28.1,0.916666666666667,1.511,0.397575590737265,100,912,401.2,541.2,874
"26",2016-06-07 11:55:30,28.1,0.69,1.511,0.397575590737265,100,911,401.4,541.7,874
"27",2016-06-07 11:55:31,28.1,0.6,1.509,0.397049349055283,100,911,401.1,541.6,872.666666666667
"28",2016-06-07 11:55:32,28.1,0.51,1.507,0.396523107373302,100,910,401,541.6,871.333333333333
"29",2016-06-07 11:55:33,28.1,0.42,1.505,0.39599686569132,100,909,400.9,541.7,870
"30",2016-06-07 11:55:34,28.1,0.486666666666667,1.50266666666667,0.395382917062341,100,909,400.7,541.6,869.666666666667
