"","time.seq","temp.int","wind.int","vapp.int","rh.int","pres.int","SR01Up","IR01UpCo","IR01DnCo","solar.int"
"1",2016-06-07 14:28:19,33.3,0.833333333333333,1.394,0.272494104861332,99.9,920,425.7,563.9,888
"2",2016-06-07 14:28:20,33.3,0.906666666666667,1.397,0.27308053406835,99.9,920,425.7,564,888
"3",2016-06-07 14:28:21,33.3,0.98,1.4,0.273666963275369,99.9,920,425.9,564.1,888
"4",2016-06-07 14:28:22,33.3,0.696666666666667,1.4,0.273666963275369,99.9,920,425.7,563.8,888
"5",2016-06-07 14:28:23,33.3,0.413333333333333,1.4,0.273666963275369,99.9,920,425.9,563.8,888
"6",2016-06-07 14:28:24,33.3,0.13,1.4,0.273666963275369,99.9,921,426,563.7,888
"7",2016-06-07 14:28:25,33.3,0.16,1.39933333333333,0.273536645673809,99.9,921,425.9,563.6,888
"8",2016-06-07 14:28:26,33.3,0.19,1.39866666666667,0.273406328072249,99.9,921,425.6,563.5,888
"9",2016-06-07 14:28:27,33.3,0.22,1.398,0.27327601047069,99.9,921,425.5,563.3,888
"10",2016-06-07 14:28:28,33.3,0.26,1.39566666666667,0.272819898865231,99.9,921,425.4,563.3,888
"11",2016-06-07 14:28:29,33.3,0.3,1.39333333333333,0.272363787259772,99.9,921,425.4,563.3,888
"12",2016-06-07 14:28:30,33.3,0.34,1.391,0.271907675654313,99.9,921,425.3,563.3,888
"13",2016-06-07 14:28:31,33.3,0.306666666666667,1.38933333333333,0.271581881650414,99.9,921,425.2,563.4,888
"14",2016-06-07 14:28:32,33.3,0.273333333333333,1.38766666666667,0.271256087646514,99.9,921,425.2,563.3,888
"15",2016-06-07 14:28:33,33.3,0.24,1.386,0.270930293642615,99.9,920,425.5,563.5,888
"16",2016-06-07 14:28:34,33.3,0.233333333333333,1.38366666666667,0.270474182037156,99.9,920,425.7,563.6,888
"17",2016-06-07 14:28:35,33.3,0.226666666666667,1.38133333333333,0.270018070431697,99.9,920,425.8,563.7,888
"18",2016-06-07 14:28:36,33.3,0.22,1.379,0.269561958826238,99.9,920,425.9,563.9,888
"19",2016-06-07 14:28:37,33.3,0.256666666666667,1.379,0.269561958826238,99.9,920,426.3,564,886.666666666667
"20",2016-06-07 14:28:38,33.3,0.293333333333333,1.379,0.269561958826238,99.9,919,427,564.2,885.333333333333
"21",2016-06-07 14:28:39,33.3,0.33,1.379,0.269561958826238,99.9,919,427.7,564.4,884
"22",2016-06-07 14:28:40,33.3,0.356666666666667,1.37833333333333,0.269431641224679,99.9,919,428,564.3,883.333333333333
"23",2016-06-07 14:28:41,33.3,0.383333333333333,1.37766666666667,0.269301323623119,99.9,919,428.4,564.3,882.666666666667
"24",2016-06-07 14:28:42,33.3,0.41,1.377,0.269171006021559,99.9,919,428.4,564,882
"25",2016-06-07 14:28:43,33.3,0.336666666666667,1.377,0.269171006021559,99.9,919,428.4,564,881.666666666667
"26",2016-06-07 14:28:44,33.3,0.263333333333333,1.377,0.269171006021559,99.9,919,428.5,563.8,881.333333333333
"27",2016-06-07 14:28:45,33.3,0.19,1.377,0.269171006021559,99.9,919,428.4,563.6,881
"28",2016-06-07 14:28:46,33.3,0.313333333333333,1.37833333333333,0.269431641224679,99.9,919,428.4,563.5,882
"29",2016-06-07 14:28:47,33.3,0.436666666666667,1.37966666666667,0.269692276427798,99.9,919,427.9,563.3,883
"30",2016-06-07 14:28:48,33.3,0.56,1.381,0.269952911630917,99.9,919,427.1,563,884
