"","time.seq","temp.int","wind.int","vapp.int","rh.int","pres.int","SR01Up","IR01UpCo","IR01DnCo","solar.int"
"1",2016-06-07 14:36:20,33.6,0.576666666666667,1.336,0.256805383298993,99.8,889,425.5,562.7,858
"2",2016-06-07 14:36:21,33.6,0.72,1.338,0.257189822495549,99.8,889,425.4,562.6,858
"3",2016-06-07 14:36:22,33.6,0.72,1.338,0.257189822495549,99.8,889,425.2,562.5,858
"4",2016-06-07 14:36:23,33.6,0.72,1.338,0.257189822495549,99.8,889,424.9,562.5,858
"5",2016-06-07 14:36:24,33.6,0.72,1.338,0.257189822495549,99.8,889,424.8,562.4,858
"6",2016-06-07 14:36:25,33.6,0.533333333333333,1.33433333333333,0.256485017301864,99.8,889,424.6,562.3,858
"7",2016-06-07 14:36:26,33.6,0.346666666666667,1.33066666666667,0.255780212108179,99.8,889,424.5,562.2,858
"8",2016-06-07 14:36:27,33.6,0.16,1.327,0.255075406914494,99.8,888,424.2,562,858
"9",2016-06-07 14:36:28,33.6,0.346666666666667,1.32366666666667,0.254434674920235,99.8,888,424.1,562,858
"10",2016-06-07 14:36:29,33.6,0.533333333333333,1.32033333333333,0.253793942925976,99.8,888,423.9,561.9,858
"11",2016-06-07 14:36:30,33.6,0.72,1.317,0.253153210931717,99.8,888,423.9,562,858
"12",2016-06-07 14:36:31,33.6,0.673333333333333,1.316,0.252960991333439,99.8,888,423.6,562,858
"13",2016-06-07 14:36:32,33.6,0.626666666666667,1.315,0.252768771735162,99.8,888,423.6,561.8,858
"14",2016-06-07 14:36:33,33.6,0.58,1.314,0.252576552136884,99.8,888,423.5,561.6,858
"15",2016-06-07 14:36:34,33.6,0.446666666666667,1.31833333333333,0.253409503729421,99.8,888,423.4,561.6,858
"16",2016-06-07 14:36:35,33.6,0.313333333333333,1.32266666666667,0.254242455321957,99.8,888,423.3,561.6,858
"17",2016-06-07 14:36:36,33.6,0.18,1.327,0.255075406914494,99.8,888,423.4,561.6,858
"18",2016-06-07 14:36:37,33.6,0.286666666666667,1.32566666666667,0.25481911411679,99.8,888,423.4,561.6,858
"19",2016-06-07 14:36:38,33.6,0.393333333333333,1.32433333333333,0.254562821319087,99.8,888,423.1,561,858
"20",2016-06-07 14:36:39,33.6,0.5,1.323,0.254306528521383,99.8,888,423.2,560.7,858
"21",2016-06-07 14:36:40,33.6,0.513333333333333,1.31866666666667,0.253473576928847,99.8,888,423.3,560.7,858
"22",2016-06-07 14:36:41,33.6,0.526666666666667,1.31433333333333,0.25264062533631,99.8,888,423.4,560.8,858
"23",2016-06-07 14:36:42,33.6,0.54,1.31,0.251807673743773,99.8,888,423.6,560.9,858
"24",2016-06-07 14:36:43,33.6,0.44,1.308,0.251423234547218,99.8,888,423.7,560.9,858
"25",2016-06-07 14:36:44,33.6,0.34,1.306,0.251038795350663,99.8,888,424,561.1,858
"26",2016-06-07 14:36:45,33.6,0.24,1.304,0.250654356154107,99.8,888,424.3,561.2,858
"27",2016-06-07 14:36:46,33.6,0.266666666666667,1.30433333333333,0.250718429353533,99.8,888,424,560.8,858
"28",2016-06-07 14:36:47,33.6,0.293333333333333,1.30466666666667,0.250782502552959,99.8,888,423.8,560.4,858
"29",2016-06-07 14:36:48,33.6,0.32,1.305,0.250846575752385,99.8,888,423.8,560.4,858
"30",2016-06-07 14:36:49,33.6,0.436666666666667,1.30566666666667,0.250974722151237,99.8,888,423.9,560.6,857.666666666667
"31",2016-06-07 14:36:50,33.6,0.553333333333333,1.30633333333333,0.251102868550089,99.8,887,423.8,560.8,857.333333333333
"32",2016-06-07 14:36:51,33.6,0.67,1.307,0.25123101494894,99.8,887,423.8,561.1,857
"33",2016-06-07 14:36:52,33.6,0.73,1.30766666666667,0.251359161347792,99.8,887,423.6,561.3,857
"34",2016-06-07 14:36:53,33.6,0.79,1.30833333333333,0.251487307746644,99.8,887,423.7,561.4,857
"35",2016-06-07 14:36:54,33.6,0.85,1.309,0.251615454145496,99.8,887,423.9,561.4,857
"36",2016-06-07 14:36:55,33.6,0.786666666666667,1.30933333333333,0.251679527344922,99.8,887,424.1,561.5,857
"37",2016-06-07 14:36:56,33.6,0.723333333333333,1.30966666666667,0.251743600544347,99.8,887,424.1,561.5,857
"38",2016-06-07 14:36:57,33.6,0.66,1.31,0.251807673743773,99.8,887,424.1,561.7,857
"39",2016-06-07 14:36:58,33.6,0.68,1.30866666666667,0.25155138094607,99.8,887,424.1,561.9,857
"40",2016-06-07 14:36:59,33.6,0.7,1.30733333333333,0.251295088148366,99.8,887,424.2,562.1,857
"41",2016-06-07 14:37:00,33.6,0.72,1.306,0.251038795350663,99.8,887,424.1,562.1,857
"42",2016-06-07 14:37:01,33.6,0.62,1.306,0.251038795350663,99.8,887,424.2,562,857
"43",2016-06-07 14:37:02,33.6,0.52,1.306,0.251038795350663,99.8,887,424.2,561.8,857
"44",2016-06-07 14:37:03,33.6,0.42,1.306,0.251038795350663,99.8,887,424.1,561.5,857
"45",2016-06-07 14:37:04,33.6,0.603333333333333,1.30433333333333,0.250718429353533,99.8,887,424.5,561.7,857
"46",2016-06-07 14:37:05,33.6,0.786666666666667,1.30266666666667,0.250398063356404,99.8,887,424.8,561.7,857
"47",2016-06-07 14:37:06,33.6,0.97,1.301,0.250077697359274,99.8,887,425.1,561.8,857
"48",2016-06-07 14:37:07,33.6,0.993333333333333,1.306,0.251038795350663,99.8,887,425,561.7,857
"49",2016-06-07 14:37:08,33.6,1.01666666666667,1.311,0.251999893342051,99.8,887,424.8,561.5,857
"50",2016-06-07 14:37:09,33.6,1.04,1.316,0.25296099133344,99.8,887,424.7,561.4,857
"51",2016-06-07 14:37:10,33.6,0.93,1.321,0.253922089324828,99.8,886,424.7,561.3,857
"52",2016-06-07 14:37:11,33.6,0.82,1.326,0.254883187316216,99.8,886,424.8,561.4,857
"53",2016-06-07 14:37:12,33.6,0.71,1.331,0.255844285307605,99.8,886,424.7,561.3,857
"54",2016-06-07 14:37:13,33.6,0.516666666666667,1.33133333333333,0.255908358507031,99.8,886,424.6,561.2,857
"55",2016-06-07 14:37:14,33.6,0.323333333333333,1.33166666666667,0.255972431706457,99.8,886,424.5,561.1,857
"56",2016-06-07 14:37:15,33.6,0.13,1.332,0.256036504905883,99.8,885,424.2,560.8,857
"57",2016-06-07 14:37:16,33.6,0.266666666666667,1.332,0.256036504905883,99.8,885,424.1,560.5,856.333333333333
"58",2016-06-07 14:37:17,33.6,0.403333333333333,1.332,0.256036504905883,99.8,885,424.2,560.4,855.666666666667
"59",2016-06-07 14:37:18,33.6,0.54,1.332,0.256036504905883,99.8,885,424.1,560.3,855
"60",2016-06-07 14:37:19,33.6,0.62,1.33366666666667,0.256356870903012,99.8,884,424.3,560.4,855
"61",2016-06-07 14:37:20,33.6,0.7,1.33533333333333,0.256677236900141,99.8,884,424.3,560.5,855
"62",2016-06-07 14:37:21,33.6,0.78,1.337,0.256997602897271,99.8,884,424.1,560.3,855
"63",2016-06-07 14:37:22,33.6,0.766666666666667,1.34,0.257574261692104,99.8,884,424.1,560.3,855
"64",2016-06-07 14:37:23,33.6,0.753333333333333,1.343,0.258150920486937,99.8,884,424.2,560.6,855
"65",2016-06-07 14:37:24,33.6,0.74,1.346,0.25872757928177,99.8,884,424.3,560.9,855
"66",2016-06-07 14:37:25,33.6,0.783333333333333,1.34866666666667,0.259240164877177,99.8,884,424.6,561.3,855
"67",2016-06-07 14:37:26,33.6,0.826666666666667,1.35133333333333,0.259752750472585,99.8,884,424.7,561.4,855
