"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,33,0.041045,1180.9,48.679,30.839,484.16
2,33,0.040346,1180.9,0,NA,NA
3,33,0.039283,1180.6,0,NA,NA
4,33,0.0383,1181.4,0,NA,NA
5,33,0.037387,1181.3,0,NA,NA
6,33,0.040604,1181,0,NA,NA
7,33,0.044825,1181.9,0,NA,NA
8,33,0.050714,1181.8,0,NA,NA
9,33,0.049413,1181.9,0,NA,NA
10,33,0.048208,1182,0,NA,NA
11,33,0.047087,1181.9,0,NA,NA
12,33,0.04865,1181.8,0,NA,NA
13,33,0.050379,1181.8,0,NA,NA
14,33,0.052308,1181.7,0,NA,NA
15,33,0.047223,1181.9,0,NA,NA
16,33,0.043381,1181.6,47.781,32.643,495.76
17,33,0.040346,1181.7,0,NA,NA
18,33,0.044479,1181.8,0,NA,NA
19,33,0.050214,1181.6,0,NA,NA
20,33,0.058954,1181.7,0,NA,NA
21,33,0.053858,1181.6,0,NA,NA
22,33,0.049889,1181.5,0,NA,NA
23,33,0.046686,1181.7,0,NA,NA
24,33,0.049729,1181.8,0,NA,NA
25,33,0.053457,1181.6,0,NA,NA
26,33,0.058173,1181.7,0,NA,NA
27,33,0.063393,1181.5,0,NA,NA
28,33,0.070328,1181.6,0,NA,NA
29,33,0.080186,1181.6,0,NA,NA
30,33,0.078882,1180.8,0,NA,NA
31,33,0.07764,1180.8,48.249,34.173,505.76
32,33,0.076454,1180.9,0,NA,NA
33,33,0.086974,1181,0,NA,NA
34,33,0.10352,1181.1,0,NA,NA
35,33,0.13554,1180.9,0,NA,NA
36,33,0.098207,1181.2,0,NA,NA
37,33,0.080863,1181.4,0,NA,NA
38,33,0.070328,1181.6,0,NA,NA
39,33,0.065111,1181.8,0,NA,NA
40,33,0.060906,1182,0,NA,NA
41,33,0.057422,1182.1,0,NA,NA
42,33,0.059492,1182.3,0,NA,NA
43,33,0.061803,1182.5,0,NA,NA
44,33,0.064407,1182.7,0,NA,NA
45,33,0.0567,1182.9,0,NA,NA
46,33,0.051229,1182.9,50.782,35.46,514.28
47,33,0.047087,1182.9,0,NA,NA
48,33,0.050884,1182.8,0,NA,NA
49,33,0.055778,1182.7,0,NA,NA
50,33,0.062425,1182.7,0,NA,NA
51,33,0.059492,1182.6,0,NA,NA
52,33,0.056938,1182.4,0,NA,NA
53,33,0.054686,1182.4,0,NA,NA
54,33,0.064407,1182.4,0,NA,NA
55,33,0.082269,1181.8,0,NA,NA
56,33,0.13554,1181.8,0,NA,NA
57,33,0.13242,1181.9,0,NA,NA
58,33,0.12951,1181.9,0,NA,NA
59,33,0.12679,1182.2,0,NA,NA
60,33,0.069881,1182.3,0,NA,NA
61,33,0.053656,1182.4,51.596,35.736,516.12
62,33,0.04518,1182.6,0,NA,NA
63,33,0.045914,1182.6,0,NA,NA
64,33,0.046686,1182.7,0,NA,NA
65,33,0.047498,1183.5,0,NA,NA
66,33,0.045421,1183.5,0,NA,NA
67,33,0.043594,1183.6,0,NA,NA
68,33,0.041971,1183.6,0,NA,NA
69,33,0.041781,1183.5,0,NA,NA
70,33,0.041593,1183.6,0,NA,NA
71,33,0.041408,1183.7,0,NA,NA
72,33,0.044253,1183.6,0,NA,NA
73,33,0.047778,1183.6,0,NA,NA
74,33,0.052308,1183.6,0,NA,NA
75,33,0.057178,1183.5,0,NA,NA
76,33,0.063725,1183.2,52.525,35.712,515.96
77,33,0.073199,1183.2,0,NA,NA
78,33,0.072696,1183,0,NA,NA
79,33,0.072203,1183.1,0,NA,NA
80,33,0.07172,1183.1,0,NA,NA
81,33,0.065838,1183.2,0,NA,NA
82,33,0.061201,1183.3,0,NA,NA
83,33,0.057422,1182.7,0,NA,NA
84,33,0.045421,1182.6,0,NA,NA
85,33,0.038744,1183.7,0,NA,NA
86,33,0.034348,1183.6,0,NA,NA
87,33,0.03522,1183.8,0,NA,NA
88,33,0.036163,1184,0,NA,NA
89,33,0.037185,1183.9,0,NA,NA
90,33,0.035449,1183.9,0,NA,NA
91,33,0.033935,1183.2,52.584,35.995,517.85
92,33,0.0326,1184,0,NA,NA
93,33,0.035741,1184.1,0,NA,NA
94,33,0.04001,1184.1,0,NA,NA
95,33,0.046295,1183.9,0,NA,NA
96,33,0.050214,1183.7,0,NA,NA
97,33,0.055334,1183.6,0,NA,NA
98,33,0.062425,1182.6,0,NA,NA
