"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,32.7,0.055778,1044.7,40.997,29.629,476.5
2,32.7,0.05176,1045.1,0,NA,NA
3,32.7,0.048951,1045.9,0,NA,NA
4,32.7,0.046555,1047,0,NA,NA
5,32.7,0.044479,1048,0,NA,NA
6,32.7,0.044825,1048.5,0,NA,NA
7,32.7,0.04518,1049.1,0,NA,NA
8,32.7,0.045543,1049.3,0,NA,NA
9,32.7,0.044366,1048.9,0,NA,NA
10,32.7,0.043275,1048.4,0,NA,NA
11,32.7,0.042262,1047.8,0,NA,NA
12,32.7,0.042164,1046.8,0,NA,NA
13,32.7,0.042067,1046,0,NA,NA
14,32.7,0.041971,1045.5,0,NA,NA
15,32.7,0.039441,1045.5,0,NA,NA
16,32.7,0.037319,1045.2,41.87,31.52,488.52
17,32.7,0.035507,1044.8,0,NA,NA
18,32.7,0.040867,1044.4,0,NA,NA
19,32.7,0.049729,1043.7,0,NA,NA
20,32.7,0.069013,1043.3,0,NA,NA
21,32.7,0.055554,1043,0,NA,NA
22,32.7,0.047778,1043.1,0,NA,NA
23,32.7,0.042558,1043.2,0,NA,NA
24,32.7,0.043702,1043.5,0,NA,NA
25,32.7,0.044942,1043.7,0,NA,NA
26,32.7,0.046295,1043.6,0,NA,NA
27,32.7,0.048208,1043.5,0,NA,NA
28,32.7,0.050379,1042.8,0,NA,NA
29,32.7,0.052873,1041.8,0,NA,NA
30,32.7,0.05326,1040.9,0,NA,NA
31,32.7,0.053656,1040.1,42.064,32.369,493.98
32,32.7,0.054061,1040,0,NA,NA
33,32.7,0.051229,1039.9,0,NA,NA
34,32.7,0.0488,1039.8,0,NA,NA
35,32.7,0.046686,1039.9,0,NA,NA
36,32.7,0.045914,1039.7,0,NA,NA
37,32.7,0.04518,1039.6,0,NA,NA
38,32.7,0.044479,1040.1,0,NA,NA
39,32.7,0.045061,1041,0,NA,NA
40,32.7,0.045665,1041.7,0,NA,NA
41,32.7,0.046295,1042.2,0,NA,NA
42,32.7,0.048064,1043.1,0,NA,NA
43,32.7,0.050051,1043.7,0,NA,NA
44,32.7,0.052308,1044,0,NA,NA
45,32.7,0.060615,1044.4,0,NA,NA
46,32.7,0.074774,1044.7,44.249,33.447,500.99
47,32.7,0.10812,1045,0,NA,NA
48,32.7,0.086133,1045.3,0,NA,NA
49,32.7,0.073713,1045.4,0,NA,NA
50,32.7,0.065472,1045,0,NA,NA
51,32.7,0.064756,1044.9,0,NA,NA
52,32.7,0.064063,1044.2,0,NA,NA
53,32.7,0.063393,1044,0,NA,NA
54,32.7,0.064063,1044.2,0,NA,NA
55,32.7,0.064756,1044.7,0,NA,NA
56,32.7,0.065472,1045.4,0,NA,NA
57,32.7,0.059767,1046.2,0,NA,NA
58,32.7,0.055334,1046.9,0,NA,NA
59,32.7,0.05176,1047.3,0,NA,NA
60,32.7,0.04381,1047.6,0,NA,NA
61,32.7,0.038669,1048,45.115,33.418,500.81
62,32.7,0.034996,1048.2,0,NA,NA
63,32.7,0.036857,1048.3,0,NA,NA
64,32.7,0.039049,1048.6,0,NA,NA
65,32.7,0.041687,1048.8,0,NA,NA
66,32.7,0.040955,1048.7,0,NA,NA
67,32.7,0.040261,1048.9,0,NA,NA
68,32.7,0.039601,1048.6,0,NA,NA
69,32.7,0.040261,1048.6,0,NA,NA
70,32.7,0.040955,1048.2,0,NA,NA
71,32.7,0.041687,1048.2,0,NA,NA
72,32.7,0.047223,1048.3,0,NA,NA
73,32.7,0.055778,1048.5,0,NA,NA
74,32.7,0.07172,1049.2,0,NA,NA
75,32.7,0.0615,1049.5,0,NA,NA
76,32.7,0.054686,1049.5,45.296,33.495,501.3
77,32.7,0.049729,1049.4,0,NA,NA
78,32.7,0.052494,1048.9,0,NA,NA
79,32.7,0.055778,1048.7,0,NA,NA
80,32.7,0.059767,1048.8,0,NA,NA
81,32.7,0.061803,1048.6,0,NA,NA
82,32.7,0.064063,1048.6,0,NA,NA
83,32.7,0.066591,1048.3,0,NA,NA
84,32.7,0.049571,1048.1,0,NA,NA
85,32.7,0.041225,1047.5,0,NA,NA
86,32.7,0.036041,1046.9,0,NA,NA
87,32.7,0.039845,1046.3,0,NA,NA
88,32.7,0.04518,1046.1,0,NA,NA
89,32.7,0.053457,1045.5,0,NA,NA
90,32.7,0.054267,1045.2,0,NA,NA
91,32.7,0.055115,1044.5,44.552,33.496,501.31
92,32.7,0.056004,1043.9,0,NA,NA
93,32.7,0.048064,1043.1,0,NA,NA
94,32.7,0.042759,1042.3,0,NA,NA
95,32.7,0.038896,1041.5,0,NA,NA
96,32.7,0.037523,1040.8,0,NA,NA
97,32.7,0.036286,1040.3,0,NA,NA
98,32.7,0.035164,1039.7,0,NA,NA
99,32.7,0.037592,1039.6,0,NA,NA
100,32.7,0.040604,1039.4,0,NA,NA
101,32.7,0.044479,1039.3,0,NA,NA
102,32.7,0.043702,1039.2,0,NA,NA
103,32.7,0.042964,1039.3,0,NA,NA
104,32.7,0.042262,1039.3,0,NA,NA
105,32.7,0.050214,1039.4,0,NA,NA
106,32.7,0.065472,1039.4,44.713,33.493,501.29
107,32.7,0.11953,1039.3,0,NA,NA
108,32.7,0.051229,1039.3,0,NA,NA
109,32.7,0.038012,1039.2,0,NA,NA
110,32.7,0.031573,1039.6,0,NA,NA
111,32.7,0.037941,1039.7,0,NA,NA
112,32.7,0.050884,1040,0,NA,NA
113,32.7,0.1134,1040.3,0,NA,NA
