"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,31.6,0.050051,1212.8,44.329,33.352,500.37
2,31.6,0.050714,1212.8,0,NA,NA
3,31.6,0.056004,1212.1,0,NA,NA
4,31.6,0.063393,1212.1,0,NA,NA
5,31.6,0.074774,1211.1,0,NA,NA
6,31.6,0.064756,1211,0,NA,NA
7,31.6,0.057919,1211,0,NA,NA
8,31.6,0.052873,1210.5,0,NA,NA
9,31.6,0.053066,1210,0,NA,NA
10,31.6,0.05326,1210.1,0,NA,NA
11,31.6,0.053457,1209.5,0,NA,NA
12,31.6,0.054267,1209.4,0,NA,NA
13,31.6,0.055115,1209.1,0,NA,NA
14,31.6,0.056004,1209.1,0,NA,NA
15,31.6,0.055334,1209.1,0,NA,NA
16,31.6,0.054686,1208.4,45.657,33.93,504.16
17,31.6,0.054061,1208.3,0,NA,NA
18,31.6,0.049571,1207.6,0,NA,NA
19,31.6,0.04604,1207.4,0,NA,NA
20,31.6,0.043171,1206.7,0,NA,NA
21,31.6,0.0453,1206.6,0,NA,NA
22,31.6,0.047778,1206.7,0,NA,NA
23,31.6,0.050714,1205.8,0,NA,NA
24,31.6,0.050546,1205.2,0,NA,NA
25,31.6,0.050379,1205.1,0,NA,NA
26,31.6,0.050214,1204.4,0,NA,NA
27,31.6,0.057422,1203.7,0,NA,NA
28,31.6,0.069013,1203.8,0,NA,NA
29,31.6,0.092591,1203.6,0,NA,NA
30,31.6,0.10352,1203.6,0,NA,NA
31,31.6,0.11953,1203.5,47.804,35.431,514.09
32,31.6,0.1464,1203.4,0,NA,NA
33,31.6,0.15064,1203.5,0,NA,NA
34,31.6,0.15528,1203.6,0,NA,NA
35,31.6,0.16037,1203.6,0,NA,NA
36,31.6,0.090599,1203.7,0,NA,NA
37,31.6,0.069881,1203.8,0,NA,NA
38,31.6,0.058954,1204,0,NA,NA
39,31.6,0.050214,1203.3,0,NA,NA
40,31.6,0.044479,1203.5,0,NA,NA
41,31.6,0.040346,1203.7,0,NA,NA
42,31.6,0.042459,1203.9,0,NA,NA
43,31.6,0.044942,1203.7,0,NA,NA
44,31.6,0.04792,1203.8,0,NA,NA
45,31.6,0.04792,1202.9,0,NA,NA
46,31.6,0.04792,1202.9,47.667,35.235,512.78
47,31.6,0.04792,1202.9,0,NA,NA
48,31.6,0.04736,1202.1,0,NA,NA
49,31.6,0.046818,1202.1,0,NA,NA
50,31.6,0.046295,1201,0,NA,NA
51,31.6,0.040177,1201.3,0,NA,NA
52,31.6,0.03598,1201.7,0,NA,NA
53,31.6,0.032873,1201.3,0,NA,NA
54,31.6,0.033935,1201.5,0,NA,NA
55,31.6,0.035108,1201.7,0,NA,NA
56,31.6,0.036411,1201.8,0,NA,NA
57,31.6,0.037053,1201.9,0,NA,NA
58,31.6,0.03773,1202.4,0,NA,NA
59,31.6,0.038446,1202.3,0,NA,NA
60,31.6,0.039927,1201.4,0,NA,NA
61,31.6,0.041593,1202.2,46.67,34.707,509.28
62,31.6,0.043487,1201.2,0,NA,NA
63,31.6,0.050214,1201.1,0,NA,NA
64,31.6,0.0615,1200.9,0,NA,NA
65,31.6,0.086974,1200.2,0,NA,NA
66,31.6,0.088731,1200.2,0,NA,NA
67,31.6,0.090599,1199.9,0,NA,NA
68,31.6,0.092591,1199.1,0,NA,NA
69,31.6,0.074774,1199.1,0,NA,NA
70,31.6,0.064407,1198.4,0,NA,NA
71,31.6,0.057422,1198.4,0,NA,NA
72,31.6,0.058173,1198.6,0,NA,NA
73,31.6,0.058954,1197.9,0,NA,NA
74,31.6,0.059767,1198.1,0,NA,NA
75,31.6,0.060906,1198,0,NA,NA
76,31.6,0.062112,1198,47.102,35.431,514.09
77,31.6,0.063393,1198,0,NA,NA
78,31.6,0.069881,1198.1,0,NA,NA
79,31.6,0.078882,1197.3,0,NA,NA
80,31.6,0.092591,1197.4,0,NA,NA
81,31.6,0.10076,1197.5,0,NA,NA
82,31.6,0.11156,1197.6,0,NA,NA
83,31.6,0.12679,1197.7,0,NA,NA
84,31.6,0.11738,1197.8,0,NA,NA
85,31.6,0.1098,1197.8,0,NA,NA
86,31.6,0.10352,1197.2,0,NA,NA
87,31.6,0.10812,1197.3,0,NA,NA
88,31.6,0.1134,1197.5,0,NA,NA
89,31.6,0.11953,1197.5,0,NA,NA
90,31.633,0.091579,1196.8,0,NA,NA
91,31.667,0.07704,1197,49.463,36.805,523.3
92,31.7,0.067769,1196.9,0,NA,NA
93,31.7,0.068176,1197,0,NA,NA
94,31.7,0.068591,1197,0,NA,NA
95,31.7,0.069013,1197,0,NA,NA
96,31.7,0.072696,1197,0,NA,NA
97,31.7,0.07704,1197.1,0,NA,NA
98,31.7,0.082269,1197.1,0,NA,NA
99,31.7,0.061803,1197.2,0,NA,NA
100,31.7,0.051581,1197,0,NA,NA
101,31.7,0.04518,1197,0,NA,NA
102,31.7,0.054061,1197,0,NA,NA
103,31.7,0.07172,1197.1,0,NA,NA
104,31.7,0.1464,1196.9,0,NA,NA
105,31.7,0.13554,1197,0,NA,NA
106,31.7,0.12679,1196.8,50.094,37.606,528.73
107,31.7,0.11953,1196.8,0,NA,NA
108,31.7,0.083,1196.9,0,NA,NA
109,31.7,0.06737,1196.2,0,NA,NA
110,31.7,0.058173,1196.5,0,NA,NA
111,31.7,0.064756,1196.5,0,NA,NA
112,31.7,0.074238,1195.9,0,NA,NA
113,31.7,0.089651,1196,0,NA,NA
114,31.7,0.081557,1196.7,0,NA,NA
115,31.7,0.075322,1196.8,0,NA,NA
116,31.7,0.070328,1196.8,0,NA,NA
117,31.7,0.07172,1196.8,0,NA,NA
118,31.7,0.073199,1196.9,0,NA,NA
119,31.7,0.074774,1197.4,0,NA,NA
120,31.7,0.074238,1197.3,0,NA,NA
121,31.7,0.073713,1197.2,49.676,37.425,527.5
122,31.7,0.073199,1197,0,NA,NA
123,31.7,0.053656,1197,0,NA,NA
124,31.7,0.044366,1196.6,0,NA,NA
125,31.7,0.038669,1196.4,0,NA,NA
126,31.7,0.0383,1195.6,0,NA,NA
127,31.7,0.037941,1195.6,0,NA,NA
128,31.7,0.037592,1195.8,0,NA,NA
129,31.7,0.042558,1195.9,0,NA,NA
130,31.7,0.050214,1195.8,0,NA,NA
131,31.7,0.064407,1196.1,0,NA,NA
132,31.7,0.060328,1195.1,0,NA,NA
133,31.7,0.056938,1195.7,0,NA,NA
134,31.7,0.054061,1195.7,0,NA,NA
135,31.7,0.056004,1195.6,0,NA,NA
136,31.7,0.058173,1195.5,46.703,36.341,520.18
137,31.7,0.060615,1195.4,0,NA,NA
138,31.7,0.064756,1195.2,0,NA,NA
139,31.7,0.069881,1195.2,0,NA,NA
140,31.7,0.076454,1195,0,NA,NA
141,31.7,0.07172,1195,0,NA,NA
142,31.7,0.067769,1195,0,NA,NA
143,31.7,0.064407,1194.3,0,NA,NA
144,31.733,0.075322,1194.2,0,NA,NA
145,31.767,0.09472,1194.3,0,NA,NA
146,31.8,0.1464,1193.6,0,NA,NA
147,31.8,0.10812,1193.7,0,NA,NA
148,31.8,0.089651,1193.6,0,NA,NA
149,31.8,0.078253,1193.2,0,NA,NA
150,31.8,0.067769,1193.7,0,NA,NA
151,31.8,0.060615,1193.5,47.578,38.464,534.6
