"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,30.3,0.053858,1176.4,46.176,33.629,502.18
2,30.3,0.0488,1176.6,0,NA,NA
3,30.3,0.0567,1176.7,0,NA,NA
4,30.3,0.070328,1177.6,0,NA,NA
5,30.3,0.10352,1178.4,0,NA,NA
6,30.3,0.076454,1179.2,0,NA,NA
7,30.3,0.063393,1180.7,0,NA,NA
8,30.3,0.055334,1180.7,0,NA,NA
9,30.3,0.044942,1180.8,0,NA,NA
10,30.3,0.03882,1180.9,0,NA,NA
11,30.3,0.034667,1179.4,0,NA,NA
12,30.3,0.036348,1178.7,0,NA,NA
13,30.3,0.0383,1176.5,0,NA,NA
14,30.3,0.040604,1175,0,NA,NA
15,30.333,0.041593,1173.5,0,NA,NA
16,30.367,0.042659,1172,47.103,34.761,509.63
17,30.4,0.04381,1170,0,NA,NA
18,30.4,0.041876,1168,0,NA,NA
19,30.4,0.040177,1167.2,0,NA,NA
20,30.4,0.038669,1166.4,0,NA,NA
21,30.4,0.038227,1166.5,0,NA,NA
22,30.4,0.0378,1166.5,0,NA,NA
23,30.4,0.037387,1166.3,0,NA,NA
24,30.4,0.038227,1166.2,0,NA,NA
25,30.4,0.039127,1166.2,0,NA,NA
26,30.4,0.040093,1166.9,0,NA,NA
27,30.4,0.039362,1167.6,0,NA,NA
28,30.4,0.038669,1168.6,0,NA,NA
29,30.4,0.038012,1169.4,0,NA,NA
30,30.4,0.038594,1170.9,0,NA,NA
31,30.4,0.039205,1171.7,44.846,33.243,499.66
32,30.4,0.039845,1172.5,0,NA,NA
33,30.4,0.039845,1174.1,0,NA,NA
34,30.4,0.039845,1175.7,0,NA,NA
35,30.4,0.039845,1176.5,0,NA,NA
36,30.4,0.038896,1177.4,0,NA,NA
37,30.4,0.038012,1177.4,0,NA,NA
38,30.4,0.037185,1178.2,0,NA,NA
39,30.4,0.036922,1179,0,NA,NA
40,30.4,0.036663,1179.7,0,NA,NA
41,30.4,0.036411,1179.7,0,NA,NA
42,30.4,0.036348,1179.7,0,NA,NA
43,30.4,0.036286,1178.8,0,NA,NA
44,30.4,0.036224,1178.8,0,NA,NA
45,30.4,0.035565,1178,0,NA,NA
46,30.4,0.034941,1177.1,43.624,32.692,496.08
47,30.4,0.034348,1176.2,0,NA,NA
48,30.4,0.036727,1176,0,NA,NA
49,30.4,0.039682,1175.2,0,NA,NA
50,30.4,0.043487,1175.8,0,NA,NA
51,30.4,0.042558,1176.4,0,NA,NA
52,30.4,0.041687,1176.3,0,NA,NA
53,30.4,0.040867,1177,0,NA,NA
54,30.4,0.043702,1177.7,0,NA,NA
55,30.4,0.047223,1177.6,0,NA,NA
56,30.4,0.05176,1177.6,0,NA,NA
57,30.4,0.048354,1177.6,0,NA,NA
58,30.4,0.045543,1176.2,0,NA,NA
59,30.4,0.043171,1174.7,0,NA,NA
60,30.4,0.044141,1174,0,NA,NA
61,30.4,0.04518,1171.9,42.827,32.829,496.97
62,30.4,0.046295,1171.1,0,NA,NA
63,30.4,0.048064,1169.5,0,NA,NA
64,30.4,0.050051,1168.9,0,NA,NA
65,30.4,0.052308,1169,0,NA,NA
66,30.4,0.050714,1169.1,0,NA,NA
67,30.4,0.049258,1169.1,0,NA,NA
68,30.4,0.04792,1170.7,0,NA,NA
69,30.4,0.042659,1172.3,0,NA,NA
70,30.4,0.03882,1173.9,0,NA,NA
71,30.4,0.03586,1176.1,0,NA,NA
72,30.4,0.03787,1177.6,0,NA,NA
73,30.4,0.040261,1178.1,0,NA,NA
74,30.4,0.043171,1178.6,0,NA,NA
75,30.4,0.041408,1178.6,0,NA,NA
76,30.4,0.039845,1177.8,42.937,33.093,498.68
77,30.4,0.038446,1177.6,0,NA,NA
78,30.4,0.039521,1177.6,0,NA,NA
79,30.4,0.040691,1177.7,0,NA,NA
80,30.4,0.041971,1178.5,0,NA,NA
81,30.4,0.040431,1179.5,0,NA,NA
82,30.4,0.039049,1181.1,0,NA,NA
83,30.4,0.0378,1181.8,0,NA,NA
84,30.4,0.042067,1181.7,0,NA,NA
85,30.4,0.048208,1180.8,0,NA,NA
86,30.4,0.058173,1179.9,0,NA,NA
87,30.4,0.059767,1178.3,0,NA,NA
88,30.4,0.0615,1176,0,NA,NA
89,30.4,0.063393,1174.6,0,NA,NA
90,30.4,0.057919,1173.7,0,NA,NA
91,30.4,0.053656,1173,43.969,33.288,499.95
92,30.4,0.050214,1173,0,NA,NA
93,30.4,0.057178,1173.9,0,NA,NA
94,30.4,0.068176,1174,0,NA,NA
95,30.4,0.089651,1174,0,NA,NA
96,30.4,0.088731,1174,0,NA,NA
97,30.4,0.087839,1173.9,0,NA,NA
98,30.4,0.086974,1173.9,0,NA,NA
99,30.4,0.092591,1174.6,0,NA,NA
100,30.4,0.099458,1174.5,0,NA,NA
101,30.4,0.10812,1175.3,0,NA,NA
102,30.4,0.07704,1176.1,0,NA,NA
103,30.4,0.063065,1176.8,0,NA,NA
104,30.4,0.054686,1177.7,0,NA,NA
105,30.4,0.048064,1177.7,0,NA,NA
106,30.4,0.043381,1178.7,44.48,34.314,506.68
107,30.4,0.039845,1178.8,0,NA,NA
108,30.4,0.040955,1178.8,0,NA,NA
109,30.4,0.042164,1178.9,0,NA,NA
110,30.4,0.043487,1179,0,NA,NA
111,30.4,0.045421,1179,0,NA,NA
112,30.4,0.047638,1179,0,NA,NA
113,30.4,0.050214,1179.1,0,NA,NA
114,30.4,0.048354,1179.2,0,NA,NA
115,30.4,0.046686,1179.2,0,NA,NA
116,30.4,0.04518,1179,0,NA,NA
117,30.4,0.041687,1178,0,NA,NA
118,30.4,0.038896,1177.8,0,NA,NA
119,30.4,0.0366,1176.9,0,NA,NA
120,30.4,0.037252,1176.3,0,NA,NA
121,30.4,0.037941,1176.5,44.325,34.3,506.59
122,30.4,0.038669,1175.7,0,NA,NA
123,30.4,0.042459,1175.7,0,NA,NA
124,30.4,0.047638,1175.6,0,NA,NA
125,30.4,0.055334,1174.9,0,NA,NA
126,30.4,0.049258,1174.1,0,NA,NA
127,30.4,0.044825,1174.1,0,NA,NA
128,30.4,0.041408,1174,0,NA,NA
129,30.4,0.040261,1173.2,0,NA,NA
130,30.4,0.039205,1174.1,0,NA,NA
131,30.4,0.038227,1173.5,0,NA,NA
132,30.4,0.037455,1173.6,0,NA,NA
133,30.4,0.036727,1173.6,0,NA,NA
134,30.4,0.036041,1173.6,0,NA,NA
135,30.4,0.042861,1174.4,0,NA,NA
136,30.4,0.056004,1174.3,44.19,34.901,510.56
137,30.4,0.10352,1174.2,0,NA,NA
138,30.4,0.083751,1174,0,NA,NA
139,30.4,0.072203,1174.5,0,NA,NA
140,30.4,0.064407,1174.4,0,NA,NA
141,30.4,0.063725,1175.1,0,NA,NA
142,30.4,0.063065,1175.8,0,NA,NA
143,30.4,0.062425,1177.4,0,NA,NA
144,30.4,0.063725,1177.5,0,NA,NA
145,30.4,0.065111,1178.3,0,NA,NA
146,30.4,0.066591,1179.2,0,NA,NA
147,30.4,0.064063,1179.9,0,NA,NA
148,30.4,0.061803,1180,0,NA,NA
149,30.4,0.059767,1180.2,0,NA,NA
150,30.4,0.063725,1181.2,0,NA,NA
151,30.4,0.068591,1181.5,45.119,36.118,518.68
152,30.4,0.074774,1182.5,0,NA,NA
153,30.4,0.05869,1183.2,0,NA,NA
154,30.4,0.049889,1183.2,0,NA,NA
155,30.4,0.044141,1184,0,NA,NA
156,30.4,0.041971,1183.9,0,NA,NA
157,30.4,0.040093,1184.6,0,NA,NA
158,30.4,0.038446,1184.7,0,NA,NA
159,30.4,0.039927,1185.4,0,NA,NA
160,30.4,0.041593,1185.5,0,NA,NA
161,30.4,0.043487,1186.3,0,NA,NA
162,30.4,0.047498,1187.1,0,NA,NA
163,30.4,0.052873,1187.2,0,NA,NA
164,30.4,0.060615,1187.9,0,NA,NA
165,30.4,0.062425,1187.9,0,NA,NA
166,30.4,0.064407,1187.8,44.123456789,36.123456789,519.123456789
167,30.4,0.066591,1187.8,0,NA,NA
168,30.4,0.04736,1187.7,0,NA,NA
169,30.4,0.038744,1187.5,0,NA,NA
170,30.4,0.033586,1187.5,0,NA,NA
171,30.4,0.033734,1187.6,0,NA,NA
172,30.4,0.033885,1186.9,0,NA,NA
173,30.4,0.034037,1187,0,NA,NA
174,30.4,0.031056,1187.2,0,NA,NA
175,30.4,0.028742,1187.2,0,NA,NA
176,30.4,0.026878,1187.3,0,NA,NA
177,30.4,0.028203,1187.3,0,NA,NA
178,30.4,0.029746,1187.3,0,NA,NA
179,30.4,0.031573,1187.6,0,NA,NA
180,30.4,0.031614,1186.7,0,NA,NA
181,30.4,0.031655,1186.9,43.432,36.433,520.8
