"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,31.6,0.07172,1180.1,48.452,32.402,494.2
2,31.6,0.07172,1180.1,0,NA,NA
3,31.6,0.066591,1180.3,0,NA,NA
4,31.6,0.062425,1180.2,0,NA,NA
5,31.6,0.058954,1180.2,0,NA,NA
6,31.6,0.058173,1180.1,0,NA,NA
7,31.6,0.057422,1180.1,0,NA,NA
8,31.6,0.0567,1180.3,0,NA,NA
9,31.6,0.062425,1180.5,0,NA,NA
10,31.6,0.070328,1180.6,0,NA,NA
11,31.6,0.082269,1180.7,0,NA,NA
12,31.6,0.073199,1180,0,NA,NA
13,31.6,0.066591,1180.2,0,NA,NA
14,31.6,0.0615,1180.1,0,NA,NA
15,31.6,0.070328,1180.3,0,NA,NA
16,31.6,0.084523,1180.4,48.717,32.736,496.36
17,31.6,0.1134,1181,0,NA,NA
18,31.6,0.09584,1181.1,0,NA,NA
19,31.6,0.084523,1181,0,NA,NA
20,31.6,0.076454,1181,0,NA,NA
21,31.6,0.050884,1181.3,0,NA,NA
22,31.6,0.040778,1181.1,0,NA,NA
23,31.6,0.034996,1181.3,0,NA,NA
24,31.6,0.037119,1181.2,0,NA,NA
25,31.6,0.039682,1181.3,0,NA,NA
26,31.6,0.042861,1181.4,0,NA,NA
27,31.6,0.04381,1181.5,0,NA,NA
28,31.6,0.044825,1181.4,0,NA,NA
29,31.6,0.045914,1181.3,0,NA,NA
30,31.6,0.04236,1181.2,0,NA,NA
31,31.6,0.039521,1181.3,47.902,32.291,493.48
32,31.6,0.037185,1181.2,0,NA,NA
33,31.6,0.03773,1181,0,NA,NA
34,31.6,0.0383,1181.1,0,NA,NA
35,31.6,0.038896,1181.7,0,NA,NA
36,31.6,0.042067,1181.8,0,NA,NA
37,31.6,0.046167,1181.8,0,NA,NA
38,31.6,0.05176,1181.9,0,NA,NA
39,31.6,0.055115,1181.8,0,NA,NA
40,31.6,0.059221,1181.8,0,NA,NA
41,31.6,0.064407,1181.8,0,NA,NA
42,31.6,0.060328,1182,0,NA,NA
43,31.6,0.056938,1181.9,0,NA,NA
44,31.6,0.054061,1182,0,NA,NA
45,31.6,0.048064,1181.9,0,NA,NA
46,31.6,0.043702,1183,46.989,31.764,490.09
47,31.6,0.040346,1183,0,NA,NA
48,31.6,0.041876,1182.9,0,NA,NA
49,31.6,0.043594,1182.8,0,NA,NA
50,31.6,0.045543,1182.7,0,NA,NA
51,31.6,0.043381,1182.6,0,NA,NA
52,31.6,0.0415,1182.4,0,NA,NA
53,31.6,0.039845,1182.4,0,NA,NA
54,31.6,0.040691,1182.5,0,NA,NA
55,31.6,0.041593,1182.5,0,NA,NA
56,31.6,0.042558,1182.1,0,NA,NA
57,31.6,0.043594,1181.9,0,NA,NA
58,31.6,0.044709,1182.4,0,NA,NA
59,31.6,0.045914,1182.6,0,NA,NA
60,31.6,0.04381,1182.4,0,NA,NA
61,31.6,0.041971,1182.5,47.378,32.513,494.91
62,31.6,0.040346,1181.5,0,NA,NA
63,31.6,0.044479,1182.1,0,NA,NA
64,31.6,0.050214,1182.2,0,NA,NA
65,31.6,0.058954,1182.4,0,NA,NA
66,31.6,0.060046,1182.4,0,NA,NA
67,31.6,0.061201,1182.7,0,NA,NA
68,31.6,0.062425,1182.8,0,NA,NA
69,31.6,0.060046,1183.1,0,NA,NA
70,31.6,0.057919,1183.2,0,NA,NA
71,31.6,0.056004,1183.3,0,NA,NA
72,31.6,0.058954,1183.4,0,NA,NA
73,31.6,0.062425,1183.7,0,NA,NA
74,31.6,0.066591,1182.8,0,NA,NA
75,31.6,0.065472,1182.7,0,NA,NA
76,31.6,0.064407,1182.4,46.784,32.408,494.24
77,31.6,0.063393,1183,0,NA,NA
78,31.6,0.056465,1182.3,0,NA,NA
79,31.6,0.051404,1183,0,NA,NA
80,31.6,0.047498,1182.2,0,NA,NA
81,31.6,0.049729,1182.2,0,NA,NA
82,31.6,0.052308,1181.6,0,NA,NA
83,31.6,0.055334,1181.6,0,NA,NA
84,31.633,0.055115,1181.7,0,NA,NA
85,31.667,0.0549,1181.6,0,NA,NA
86,31.7,0.054686,1181.6,0,NA,NA
87,31.7,0.056938,1181.7,0,NA,NA
88,31.7,0.059492,1181.2,0,NA,NA
89,31.7,0.062425,1181.3,0,NA,NA
90,31.7,0.057669,1181.4,0,NA,NA
91,31.7,0.053858,1181.4,47.571,33.078,498.58
92,31.7,0.050714,1182.1,0,NA,NA
93,31.7,0.053656,1182.2,0,NA,NA
94,31.7,0.057178,1182.1,0,NA,NA
95,31.7,0.0615,1181.3,0,NA,NA
96,31.7,0.060615,1181.6,0,NA,NA
97,31.7,0.059767,1181.6,0,NA,NA
98,31.7,0.058954,1181.6,0,NA,NA
99,31.7,0.05869,1182.5,0,NA,NA
100,31.7,0.05843,1182.4,0,NA,NA
101,31.7,0.058173,1182.4,0,NA,NA
102,31.7,0.059767,1182.4,0,NA,NA
103,31.7,0.0615,1182.6,0,NA,NA
104,31.7,0.063393,1182.5,0,NA,NA
105,31.7,0.069443,1182.5,0,NA,NA
106,31.7,0.07764,1182.4,47.971,32.635,495.7
107,31.7,0.089651,1181.8,0,NA,NA
108,31.7,0.086133,1181.8,0,NA,NA
109,31.7,0.083,1181.7,0,NA,NA
110,31.7,0.080186,1181.6,0,NA,NA
111,31.7,0.093637,1181.5,0,NA,NA
112,31.7,0.11738,1181.1,0,NA,NA
113,31.7,0.1793,1181,0,NA,NA
114,31.7,0.064407,1181.1,0,NA,NA
115,31.7,0.047087,1181.4,0,NA,NA
116,31.7,0.038896,1181.8,0,NA,NA
117,31.7,0.043067,1182,0,NA,NA
118,31.7,0.048951,1182.1,0,NA,NA
119,31.7,0.058173,1182.3,0,NA,NA
120,31.7,0.059221,1182.2,0,NA,NA
121,31.7,0.060328,1182.3,48.935,33.851,503.64
122,31.7,0.0615,1182.1,0,NA,NA
123,31.7,0.057919,1182.1,0,NA,NA
124,31.7,0.0549,1182,0,NA,NA
125,31.7,0.052308,1182,0,NA,NA
126,31.7,0.053066,1182,0,NA,NA
127,31.7,0.053858,1182.2,0,NA,NA
128,31.7,0.054686,1182.2,0,NA,NA
129,31.7,0.062112,1181.5,0,NA,NA
130,31.7,0.073713,1181.7,0,NA,NA
131,31.7,0.09584,1182,0,NA,NA
132,31.7,0.085317,1181.9,0,NA,NA
133,31.7,0.07764,1182.6,0,NA,NA
134,31.7,0.07172,1181.9,0,NA,NA
135,31.7,0.062742,1182,0,NA,NA
136,31.7,0.056465,1182.1,48.78,34.089,505.2
137,31.7,0.05176,1182.1,0,NA,NA
138,31.7,0.050214,1182.2,0,NA,NA
139,31.7,0.0488,1182.4,0,NA,NA
140,31.7,0.047498,1183.2,0,NA,NA
141,31.733,0.045543,1183.4,0,NA,NA
142,31.767,0.04381,1183.3,0,NA,NA
143,31.8,0.042262,1183.4,0,NA,NA
144,31.8,0.0453,1183.3,0,NA,NA
145,31.8,0.049104,1183.4,0,NA,NA
146,31.8,0.054061,1183.1,0,NA,NA
147,31.8,0.055334,1183.1,0,NA,NA
148,31.8,0.0567,1183.1,0,NA,NA
149,31.8,0.058173,1182.9,0,NA,NA
150,31.8,0.050884,1183.1,0,NA,NA
151,31.8,0.045789,1183.1,48.486,34.38,507.12
152,31.8,0.041971,1183.1,0,NA,NA
153,31.8,0.043067,1182.3,0,NA,NA
154,31.8,0.044253,1182.1,0,NA,NA
155,31.8,0.045543,1182.2,0,NA,NA
156,31.8,0.046555,1182.2,0,NA,NA
157,31.8,0.047638,1182.3,0,NA,NA
158,31.8,0.0488,1183.3,0,NA,NA
159,31.8,0.050214,1183.3,0,NA,NA
160,31.8,0.05176,1183.4,0,NA,NA
161,31.8,0.053457,1183.3,0,NA,NA
162,31.8,0.050379,1183.3,0,NA,NA
163,31.8,0.047778,1183.2,0,NA,NA
164,31.8,0.045543,1182.9,0,NA,NA
165,31.8,0.050714,1182.9,0,NA,NA
166,31.8,0.058173,1183,49.61,35.514,514.64
167,31.8,0.070328,1183,0,NA,NA
168,31.8,0.07172,1182.9,0,NA,NA
169,31.8,0.073199,1183,0,NA,NA
170,31.8,0.074774,1183.6,0,NA,NA
171,31.8,0.074774,1182.7,0,NA,NA
172,31.8,0.074774,1182.6,0,NA,NA
173,31.8,0.074774,1182.8,0,NA,NA
174,31.8,0.064063,1182.7,0,NA,NA
175,31.8,0.056938,1182,0,NA,NA
176,31.8,0.05176,1181.9,0,NA,NA
177,31.8,0.050884,1181.9,0,NA,NA
178,31.8,0.050051,1182.1,0,NA,NA
179,31.8,0.049258,1182,0,NA,NA
180,31.8,0.049729,1182.1,0,NA,NA
181,31.8,0.050214,1182.2,49.5,35.686,515.79
182,31.8,0.050714,1182.2,0,NA,NA
183,31.8,0.053066,1182.4,0,NA,NA
184,31.8,0.055778,1182.4,0,NA,NA
185,31.8,0.058954,1182.7,0,NA,NA
186,31.8,0.061803,1182.6,0,NA,NA
187,31.8,0.065111,1182.7,0,NA,NA
188,31.8,0.069013,1182.5,0,NA,NA
189,31.8,0.066591,1182.3,0,NA,NA
190,31.8,0.064407,1182,0,NA,NA
191,31.8,0.062425,1182,0,NA,NA
192,31.8,0.064407,1182.1,0,NA,NA
193,31.8,0.066591,1181.5,0,NA,NA
194,31.8,0.069013,1181.9,0,NA,NA
195,31.833,0.070783,1182.2,0,NA,NA
196,31.867,0.072696,1182.4,49.728,36.551,521.59
