"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,31.3,0.040177,1178.9,43.766,32.49,494.77
2,31.3,0.042164,1178.9,0,NA,NA
3,31.3,0.044479,1178.8,0,NA,NA
4,31.3,0.043171,1178.6,0,NA,NA
5,31.3,0.041971,1178.5,0,NA,NA
6,31.3,0.040867,1178.2,0,NA,NA
7,31.3,0.040517,1178.3,0,NA,NA
8,31.3,0.040177,1178.3,0,NA,NA
9,31.3,0.039845,1178.2,0,NA,NA
10,31.3,0.039362,1178.4,0,NA,NA
11,31.3,0.038896,1179.1,0,NA,NA
12,31.3,0.038446,1179.4,0,NA,NA
13,31.3,0.03882,1179.4,0,NA,NA
14,31.3,0.039205,1179.2,0,NA,NA
15,31.3,0.039601,1179.9,0,NA,NA
16,31.3,0.044942,1179.8,44.526,34.396,507.22
17,31.3,0.05326,1179.7,0,NA,NA
18,31.3,0.069013,1179.6,0,NA,NA
19,31.3,0.063725,1179.7,0,NA,NA
20,31.3,0.059492,1179.5,0,NA,NA
21,31.3,0.056004,1179.4,0,NA,NA
22,31.3,0.056465,1179.1,0,NA,NA
23,31.3,0.056938,1178.9,0,NA,NA
24,31.3,0.057422,1178.8,0,NA,NA
25,31.3,0.05869,1178.8,0,NA,NA
26,31.3,0.060046,1178.5,0,NA,NA
27,31.3,0.0615,1178.6,0,NA,NA
28,31.3,0.065472,1178.8,0,NA,NA
29,31.3,0.070328,1178.8,0,NA,NA
30,31.3,0.076454,1178.9,0,NA,NA
31,31.3,0.084523,1179,45.554,34.245,506.23
32,31.3,0.09584,1179.2,0,NA,NA
33,31.3,0.1134,1179.1,0,NA,NA
34,31.3,0.05869,1179,0,NA,NA
35,31.3,0.044594,1179.9,0,NA,NA
36,31.3,0.037387,1178.9,0,NA,NA
37,31.3,0.039521,1179.1,0,NA,NA
38,31.3,0.042067,1179.8,0,NA,NA
39,31.3,0.04518,1179.7,0,NA,NA
40,31.3,0.04736,1179.8,0,NA,NA
41,31.3,0.049889,1179.9,0,NA,NA
42,31.3,0.052873,1180.7,0,NA,NA
43,31.3,0.052308,1180.7,0,NA,NA
44,31.3,0.05176,1180.7,0,NA,NA
45,31.3,0.051229,1181.7,0,NA,NA
46,31.3,0.05194,1181.6,45.182,33.767,503.09
47,31.3,0.052682,1182.7,0,NA,NA
48,31.3,0.053457,1182.9,0,NA,NA
49,31.3,0.046295,1182.7,0,NA,NA
50,31.3,0.041408,1182.7,0,NA,NA
51,31.3,0.0378,1182.6,0,NA,NA
52,31.3,0.039127,1182.6,0,NA,NA
53,31.3,0.040604,1182.6,0,NA,NA
54,31.3,0.042262,1182.7,0,NA,NA
