"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,28.1,0.038155,1154.5,45.635,30.079,479.34
2,28.1,0.035164,1154.4,0,NA,NA
3,28.1,0.037455,1154.2,0,NA,NA
4,28.1,0.040261,1154.2,0,NA,NA
5,28.1,0.04381,1154.8,0,NA,NA
6,28.1,0.041876,1155.5,0,NA,NA
7,28.1,0.040177,1155.5,0,NA,NA
8,28.1,0.038669,1155.4,0,NA,NA
9,28.1,0.039763,1155.3,0,NA,NA
10,28.1,0.040955,1156.5,0,NA,NA
11,28.1,0.042262,1155.7,0,NA,NA
12,28.1,0.04236,1155.9,0,NA,NA
13,28.1,0.042459,1155.7,0,NA,NA
14,28.1,0.042558,1155.9,0,NA,NA
15,28.1,0.038896,1156.5,0,NA,NA
16,28.1,0.036041,1155.6,45.241,32.074,492.08
17,28.1,0.033734,1156.3,0,NA,NA
18,28.1,0.037661,1155.5,0,NA,NA
19,28.1,0.043381,1155.2,0,NA,NA
20,28.1,0.052873,1155.1,0,NA,NA
21,28.1,0.041045,1155.1,0,NA,NA
22,28.1,0.034722,1155.1,0,NA,NA
23,28.1,0.030637,1154.8,0,NA,NA
24,28.1,0.033537,1154.9,0,NA,NA
25,28.1,0.037455,1154.6,0,NA,NA
26,28.1,0.043171,1154.3,0,NA,NA
27,28.1,0.046295,1154.1,0,NA,NA
28,28.1,0.050214,1153.3,0,NA,NA
29,28.1,0.055334,1152.6,0,NA,NA
30,28.1,0.051404,1152.4,0,NA,NA
31,28.1,0.048208,1151.7,43.824,31.541,488.65
32,28.1,0.045543,1151.7,0,NA,NA
33,28.1,0.04604,1151.5,0,NA,NA
34,28.1,0.046555,1151.6,0,NA,NA
35,28.1,0.047087,1151.3,0,NA,NA
36,28.1,0.044942,1151.5,0,NA,NA
37,28.1,0.043067,1152.2,0,NA,NA
38,28.1,0.041408,1152,0,NA,NA
39,28.067,0.046424,1152.1,0,NA,NA
40,28.033,0.053858,1152.2,0,NA,NA
41,28,0.066591,1152.3,0,NA,NA
42,28,0.071247,1152,0,NA,NA
43,28,0.07704,1151.8,0,NA,NA
44,28,0.084523,1151.9,0,NA,NA
45,28,0.073199,1151.2,0,NA,NA
46,28,0.065472,1150.7,42.965,31.345,487.39
47,28,0.059767,1150.7,0,NA,NA
48,28,0.062742,1149.9,0,NA,NA
49,28,0.066211,1149.9,0,NA,NA
50,28,0.070328,1149.9,0,NA,NA
