"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,33.2,0.05869,1074.6,45.024,32.213,492.98
2,33.2,0.064407,1074.5,0,NA,NA
3,33.2,0.064063,1074.6,0,NA,NA
4,33.2,0.063725,1075.2,0,NA,NA
5,33.2,0.063393,1076.2,0,NA,NA
6,33.2,0.057919,1078,0,NA,NA
7,33.2,0.053656,1079.9,0,NA,NA
8,33.2,0.050214,1082.9,0,NA,NA
9,33.2,0.050379,1086,0,NA,NA
10,33.2,0.050546,1088.9,0,NA,NA
11,33.2,0.050714,1092,0,NA,NA
12,33.2,0.052308,1095,0,NA,NA
13,33.2,0.054061,1098,0,NA,NA
14,33.2,0.056004,1101.7,0,NA,NA
15,33.2,0.055554,1104.6,0,NA,NA
16,33.2,0.055115,1107,44.896,32.387,494.1
17,33.2,0.054686,1110.2,0,NA,NA
18,33.2,0.05326,1111.6,0,NA,NA
19,33.2,0.05194,1114,0,NA,NA
20,33.2,0.050714,1115.5,0,NA,NA
21,33.2,0.052873,1117.2,0,NA,NA
22,33.2,0.055334,1118.8,0,NA,NA
23,33.2,0.058173,1120.2,0,NA,NA
24,33.2,0.050546,1121.1,0,NA,NA
25,33.2,0.0453,1122.6,0,NA,NA
26,33.2,0.041408,1123.5,0,NA,NA
27,33.2,0.047498,1124.3,0,NA,NA
28,33.2,0.057422,1124.9,0,NA,NA
29,33.2,0.078253,1125.8,0,NA,NA
30,33.2,0.063393,1127.1,0,NA,NA
31,33.2,0.054686,1127.8,46.658,33.844,503.59
32,33.2,0.0488,1128.5,0,NA,NA
33,33.2,0.051229,1129.3,0,NA,NA
34,33.2,0.054061,1129.1,0,NA,NA
35,33.2,0.057422,1128.9,0,NA,NA
36,33.2,0.04403,1129.5,0,NA,NA
37,33.2,0.037053,1130.2,0,NA,NA
38,33.2,0.0326,1130.9,0,NA,NA
39,33.2,0.034453,1131.6,0,NA,NA
40,33.2,0.036663,1132.1,0,NA,NA
41,33.2,0.039362,1132.6,0,NA,NA
42,33.2,0.040955,1133.4,0,NA,NA
43,33.2,0.042759,1134.1,0,NA,NA
44,33.2,0.044825,1135.7,0,NA,NA
45,33.2,0.040177,1136.4,0,NA,NA
46,33.2,0.036727,1136.4,45.405,32.945,497.72
47,33.2,0.034037,1137.7,0,NA,NA
48,33.2,0.037119,1137.6,0,NA,NA
49,33.2,0.041225,1138.3,0,NA,NA
50,33.2,0.047087,1139.1,0,NA,NA
51,33.2,0.05176,1139.1,0,NA,NA
52,33.2,0.058173,1139.9,0,NA,NA
53,33.2,0.067769,1140.5,0,NA,NA
54,33.2,0.066977,1141.2,0,NA,NA
55,33.2,0.066211,1141.9,0,NA,NA
56,33.2,0.065472,1143.4,0,NA,NA
57,33.2,0.054267,1145.1,0,NA,NA
58,33.2,0.04736,1146,0,NA,NA
59,33.2,0.042558,1147.7,0,NA,NA
60,33.2,0.043487,1148.6,0,NA,NA
61,33.2,0.044479,1148.7,46.591,33.967,504.4
62,33.2,0.045543,1149.6,0,NA,NA
63,33.167,0.042659,1149.7,0,NA,NA
64,33.133,0.040261,1150.5,0,NA,NA
65,33.1,0.038227,1151.3,0,NA,NA
66,33.1,0.040346,1153,0,NA,NA
67,33.1,0.042861,1153.7,0,NA,NA
68,33.1,0.045914,1154.4,0,NA,NA
69,33.1,0.048354,1155.3,0,NA,NA
70,33.1,0.051229,1156.1,0,NA,NA
71,33.1,0.054686,1156.1,0,NA,NA
72,33.1,0.062112,1156,0,NA,NA
73,33.1,0.073713,1156,0,NA,NA
74,33.1,0.09584,1156.8,0,NA,NA
75,33.1,0.07704,1157.4,0,NA,NA
76,33.1,0.066211,1157.3,48.136,35.068,511.67
77,33.1,0.058954,1157.3,0,NA,NA
78,33.1,0.065111,1157.3,0,NA,NA
79,33.1,0.073713,1156.4,0,NA,NA
80,33.1,0.086974,1156.4,0,NA,NA
81,33.1,0.072696,1156.4,0,NA,NA
82,33.1,0.063725,1156.5,0,NA,NA
83,33.1,0.057422,1156.6,0,NA,NA
84,33.1,0.056233,1157.5,0,NA,NA
85,33.1,0.055115,1157.7,0,NA,NA
86,33.1,0.054061,1158.7,0,NA,NA
87,33.1,0.0567,1159.4,0,NA,NA
88,33.1,0.059767,1159.4,0,NA,NA
89,33.1,0.063393,1160.2,0,NA,NA
90,33.1,0.050546,1160.4,0,NA,NA
91,33.1,0.043275,1160.6,49.433,35.854,516.91
92,33.1,0.038446,1161.2,0,NA,NA
93,33.1,0.040691,1161.5,0,NA,NA
94,33.1,0.043381,1162.2,0,NA,NA
95,33.1,0.046686,1162.1,0,NA,NA
96,33.1,0.046167,1162.2,0,NA,NA
97,33.1,0.045665,1162.2,0,NA,NA
98,33.1,0.04518,1162.9,0,NA,NA
