"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,32.467,0.099458,1183.5,48.947,31.503,488.41
2,32.5,0.1134,1183.7,0,NA,NA
3,32.5,0.11738,1183.8,0,NA,NA
4,32.5,0.12181,1184.7,0,NA,NA
5,32.5,0.12679,1184.8,0,NA,NA
6,32.5,0.09584,1185,0,NA,NA
7,32.5,0.080186,1185.2,0,NA,NA
8,32.5,0.070328,1185.4,0,NA,NA
9,32.5,0.075882,1185.5,0,NA,NA
10,32.5,0.083,1185.5,0,NA,NA
11,32.5,0.092591,1185.5,0,NA,NA
12,32.5,0.087839,1185.4,0,NA,NA
13,32.5,0.083751,1185.4,0,NA,NA
14,32.5,0.080186,1186.1,0,NA,NA
15,32.5,0.086133,1186.1,0,NA,NA
16,32.5,0.093637,1186.9,50.165,33.9,503.96
17,32.5,0.10352,1187,0,NA,NA
18,32.5,0.09584,1186.9,0,NA,NA
19,32.5,0.089651,1186.8,0,NA,NA
20,32.5,0.084523,1186.7,0,NA,NA
21,32.5,0.080863,1186.6,0,NA,NA
22,32.5,0.07764,1185.8,0,NA,NA
23,32.5,0.074774,1186,0,NA,NA
24,32.5,0.081557,1186.1,0,NA,NA
25,32.5,0.090599,1186.3,0,NA,NA
26,32.5,0.10352,1186.4,0,NA,NA
27,32.5,0.062742,1187.4,0,NA,NA
28,32.5,0.049104,1187.4,0,NA,NA
29,32.5,0.041687,1187.3,0,NA,NA
30,32.5,0.037455,1187.3,0,NA,NA
31,32.5,0.034295,1187.5,49.954,33.727,502.83
32,32.5,0.031821,1187.5,0,NA,NA
33,32.5,0.0326,1188,0,NA,NA
34,32.5,0.03344,1187.9,0,NA,NA
35,32.5,0.034348,1187,0,NA,NA
36,32.5,0.037119,1186.9,0,NA,NA
37,32.5,0.040691,1186.8,0,NA,NA
38,32.5,0.045543,1187.4,0,NA,NA
39,32.5,0.045789,1186.5,0,NA,NA
40,32.5,0.04604,1186.2,0,NA,NA
41,32.5,0.046295,1186.9,0,NA,NA
42,32.5,0.052494,1186.2,0,NA,NA
43,32.5,0.062112,1186,0,NA,NA
44,32.5,0.080186,1186.1,0,NA,NA
45,32.533,0.069881,1186.2,0,NA,NA
46,32.567,0.062742,1186.3,49.298,33.486,501.25
47,32.6,0.057422,1186.4,0,NA,NA
48,32.6,0.0567,1186.4,0,NA,NA
49,32.6,0.056004,1186.2,0,NA,NA
50,32.6,0.055334,1186.2,0,NA,NA
51,32.6,0.042164,1186.2,0,NA,NA
52,32.6,0.035391,1186.5,0,NA,NA
53,32.6,0.031095,1186.4,0,NA,NA
54,32.6,0.032919,1186.4,0,NA,NA
55,32.6,0.035108,1186.6,0,NA,NA
56,32.6,0.0378,1186.6,0,NA,NA
57,32.6,0.042964,1186.6,0,NA,NA
