"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
1,33.3,0.039283,1183.4,49.305,32.504,494.85
2,33.3,0.037661,1183.4,0,NA,NA
3,33.3,0.036224,1183.6,0,NA,NA
4,33.3,0.042964,1183.3,0,NA,NA
5,33.3,0.055778,1183.4,0,NA,NA
6,33.3,0.099458,1184.1,0,NA,NA
7,33.3,0.089651,1184,0,NA,NA
8,33.3,0.082269,1183.8,0,NA,NA
9,33.3,0.076454,1183.7,0,NA,NA
10,33.3,0.070328,1183.6,0,NA,NA
11,33.3,0.065472,1183.6,0,NA,NA
12,33.3,0.0615,1183.6,0,NA,NA
13,33.3,0.064756,1183.6,0,NA,NA
14,33.3,0.068591,1183.6,0,NA,NA
15,33.3,0.073199,1183.1,0,NA,NA
16,33.3,0.074238,1183.2,50.256,33.721,502.79
17,33.3,0.075322,1183.3,0,NA,NA
18,33.3,0.076454,1183.4,0,NA,NA
19,33.3,0.070783,1183.7,0,NA,NA
20,33.3,0.066211,1183.3,0,NA,NA
21,33.3,0.062425,1183.7,0,NA,NA
22,33.3,0.060046,1183.7,0,NA,NA
23,33.3,0.057919,1183.9,0,NA,NA
24,33.3,0.056004,1183.7,0,NA,NA
25,33.3,0.061803,1183.7,0,NA,NA
26,33.3,0.069881,1183.6,0,NA,NA
27,33.3,0.082269,1183.5,0,NA,NA
28,33.3,0.064063,1183.4,0,NA,NA
29,33.3,0.054267,1183.1,0,NA,NA
30,33.3,0.04792,1182.6,0,NA,NA
31,33.3,0.05176,1182.6,45.99,29.765,477.36
32,33.3,0.0567,1182.5,0,NA,NA
33,33.3,0.063393,1182.4,0,NA,NA
34,33.3,0.063065,1182.5,0,NA,NA
35,33.3,0.062742,1182.7,0,NA,NA
36,33.3,0.062425,1182.2,0,NA,NA
37,33.3,0.059492,1182.4,0,NA,NA
38,33.3,0.056938,1183,0,NA,NA
39,33.3,0.054686,1182.8,0,NA,NA
40,33.3,0.052308,1182.6,0,NA,NA
41,33.3,0.050214,1182.5,0,NA,NA
42,33.3,0.048354,1182.5,0,NA,NA
43,33.3,0.053066,1182.5,0,NA,NA
44,33.3,0.059492,1182.6,0,NA,NA
45,33.3,0.069013,1182.6,0,NA,NA
46,33.333,0.066591,1182.7,48.673,33.111,498.8
47,33.367,0.064407,1182.7,0,NA,NA
48,33.4,0.062425,1182.8,0,NA,NA
49,33.4,0.06737,1182.7,0,NA,NA
50,33.4,0.073713,1183,0,NA,NA
51,33.4,0.082269,1183,0,NA,NA
52,33.4,0.086133,1183.1,0,NA,NA
53,33.4,0.090599,1183,0,NA,NA
54,33.4,0.09584,1183,0,NA,NA
55,33.4,0.076454,1182.1,0,NA,NA
56,33.4,0.065472,1182.1,0,NA,NA
57,33.4,0.058173,1182.2,0,NA,NA
58,33.4,0.069443,1181.4,0,NA,NA
59,33.4,0.091579,1181.4,0,NA,NA
60,33.4,0.1793,1181.4,0,NA,NA
61,33.4,0.12422,1181.3,49.274,34.027,504.79
62,33.4,0.10076,1180.7,0,NA,NA
63,33.4,0.086974,1180.8,0,NA,NA
64,33.4,0.087839,1181,0,NA,NA
65,33.4,0.088731,1180.3,0,NA,NA
66,33.4,0.089651,1180.3,0,NA,NA
67,33.4,0.072203,1179.7,0,NA,NA
68,33.4,0.062112,1179.7,0,NA,NA
69,33.4,0.055334,1179.8,0,NA,NA
70,33.4,0.049889,1179.9,0,NA,NA
71,33.4,0.045789,1179.1,0,NA,NA
72,33.4,0.042558,1179.2,0,NA,NA
73,33.4,0.046818,1178.4,0,NA,NA
74,33.4,0.052682,1178.5,0,NA,NA
75,33.4,0.0615,1178.4,0,NA,NA
76,33.4,0.073199,1178.4,50.671,34.676,509.07
77,33.4,0.09584,1178.3,0,NA,NA
