"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
130,29.1,0.050714,1169.9,0,NA,NA
131,29.1,0.044479,1169.8,0,NA,NA
132,29.1,0.05194,1170.6,0,NA,NA
133,29.1,0.065111,1170.6,0,NA,NA
134,29.1,0.099458,1170.6,0,NA,NA
135,29.1,0.083751,1170.6,0,NA,NA
136,29.1,0.073713,1171.7,45.255,34.828,510.08
137,29.1,0.066591,1171.6,0,NA,NA
138,29.1,0.055778,1171.6,0,NA,NA
139,29.1,0.048951,1171,0,NA,NA
140,29.1,0.044141,1171.1,0,NA,NA
141,29.1,0.042659,1171.1,0,NA,NA
142,29.1,0.041316,1171,0,NA,NA
143,29.1,0.040093,1170.8,0,NA,NA
144,29.1,0.038446,1170.7,0,NA,NA
145,29.1,0.036987,1170.6,0,NA,NA
146,29.1,0.035682,1170.5,0,NA,NA
147,29.1,0.038669,1171.2,0,NA,NA
148,29.1,0.042558,1171.2,0,NA,NA
149,29.1,0.04792,1171.7,0,NA,NA
150,29.1,0.046167,1171.5,0,NA,NA
151,29.1,0.044594,1171.4,45.109,35.248,512.87
152,29.1,0.043171,1171.4,0,NA,NA
153,29.1,0.044942,1171.6,0,NA,NA
154,29.1,0.046952,1171.8,0,NA,NA
155,29.1,0.049258,1172.1,0,NA,NA
156,29.133,0.049571,1172.1,0,NA,NA
157,29.167,0.049889,1172.3,0,NA,NA
158,29.2,0.050214,1173.1,0,NA,NA
159,29.2,0.051229,1172.8,0,NA,NA
160,29.2,0.052308,1172.6,0,NA,NA
161,29.2,0.053457,1171.9,0,NA,NA
162,29.2,0.04392,1172.1,0,NA,NA
163,29.2,0.038155,1172.2,0,NA,NA
164,29.2,0.034191,1172.1,0,NA,NA
165,29.2,0.032873,1171.2,0,NA,NA
166,29.2,0.031696,1171.2,43.138,34.519,508.04
